subnet,channelName,channelId,messageId,messageUrl,up,down,total,status,hype,scrapeStatus,auditedAt
ג・unclaimed・27,ג・unclaimed・27,1491076891220770916,1508074534824054826,https://discord.com/channels/799672011265015819/1491076891220770916/1508074534824054826,0,6,6,bunk,0,target-verified,2026-05-24T19:40:05.507Z
ד・fish・28,ד・fish・28,1343950080465698836,1508074526905340036,https://discord.com/channels/799672011265015819/1343950080465698836/1508074526905340036,5,20,25,bunk,11,target-verified,2026-05-24T19:40:12.008Z
ה・booτsτrap・29,ה・booτsτrap・29,1501236443865940059,1508074513760256122,https://discord.com/channels/799672011265015819/1501236443865940059/1508074513760256122,0,4,4,bunk,1,target-verified,2026-05-24T19:40:18.049Z
ו・wahooτ・30,ו・wahooτ・30,1450258703902310543,1508074508177772554,https://discord.com/channels/799672011265015819/1450258703902310543/1508074508177772554,0,8,8,bunk,0,target-verified,2026-05-24T19:40:24.341Z
ז・unclaimed・31,ז・unclaimed・31,1453804374760362166,1508074502897274910,https://discord.com/channels/799672011265015819/1453804374760362166/1508074502897274910,1,6,7,bunk,0,target-verified,2026-05-24T19:40:30.700Z
ח・iτsai・32,ח・iτsai・32,1215319932062011464,1508074495988994050,https://discord.com/channels/799672011265015819/1215319932062011464/1508074495988994050,4,8,12,bunk,13,target-verified,2026-05-24T19:40:36.765Z
ט・ready・33,ט・ready・33,1233428828479819876,1508074488749625415,https://discord.com/channels/799672011265015819/1233428828479819876/1508074488749625415,10,6,16,legit,3,target-verified,2026-05-24T19:40:48.187Z
י・mind・34,י・mind・34,1247680967225905273,1508074482189860884,https://discord.com/channels/799672011265015819/1247680967225905273/1508074482189860884,3,6,9,bunk,0,target-verified,2026-05-24T19:40:55.070Z
ך・oxmarkets・35,ך・oxmarkets・35,1415790978077556906,1508074476011520001,https://discord.com/channels/799672011265015819/1415790978077556906/1508074476011520001,18,0,18,legit,0,target-verified,2026-05-24T19:41:00.878Z
כ・eirel・36,כ・eirel・36,1490699199208230993,1508074470672437410,https://discord.com/channels/799672011265015819/1490699199208230993/1508074470672437410,13,15,28,bunk,0,target-verified,2026-05-24T19:41:07.434Z
ל・aurelius・37,ל・aurelius・37,1420486463841374261,1508074465483952178,https://discord.com/channels/799672011265015819/1420486463841374261/1508074465483952178,8,1,9,legit,0,target-verified,2026-05-24T19:41:14.817Z
ם・unclaimed・38,ם・unclaimed・38,1485634202895519844,1508074457367838792,https://discord.com/channels/799672011265015819/1485634202895519844/1508074457367838792,3,12,15,bunk,0,target-verified,2026-05-24T19:41:23.500Z
מ・cathedral・39,מ・cathedral・39,1493246871026794596,1508074451223318549,https://discord.com/channels/799672011265015819/1493246871026794596/1508074451223318549,8,1,9,legit,1,target-verified,2026-05-24T19:41:30.152Z
ן・unclaimed・40,ן・unclaimed・40,1371491429775446147,1508074445108023306,https://discord.com/channels/799672011265015819/1371491429775446147/1508074445108023306,1,7,8,bunk,0,target-verified,2026-05-24T19:41:36.231Z
נ・almanac・41,נ・almanac・41,1263142301786574889,1508074439953092718,https://discord.com/channels/799672011265015819/1263142301786574889/1508074439953092718,13,9,22,legit,0,target-verified,2026-05-24T19:41:42.359Z
ס・unclaimed・42,ס・unclaimed・42,1486496645058138152,1508074434093912215,https://discord.com/channels/799672011265015819/1486496645058138152/1508074434093912215,0,4,4,bunk,0,target-verified,2026-05-24T19:41:47.916Z
ע・graphiτe・43,ע・graphiτe・43,1263507367405031434,1508074428733456424,https://discord.com/channels/799672011265015819/1263507367405031434/1508074428733456424,1,12,13,bunk,0,target-verified,2026-05-24T19:41:54.961Z
ף・score・44,ף・score・44,1271486854830755981,1508074423322808440,https://discord.com/channels/799672011265015819/1271486854830755981/1508074423322808440,42,17,59,legit,0,target-verified,2026-05-24T19:42:02.882Z
פ・τalisman・45,פ・τalisman・45,1267511824601976935,1508074417597714502,https://discord.com/channels/799672011265015819/1267511824601976935/1508074417597714502,2,5,7,bunk,0,target-verified,2026-05-24T19:42:10.768Z
ץ・zipcode・46,ץ・zipcode・46,1397618038894759956,1508074412161761412,https://discord.com/channels/799672011265015819/1397618038894759956/1508074412161761412,13,7,20,legit,0,target-verified,2026-05-24T19:42:18.016Z
צ・evolai・47,צ・evolai・47,1463546702383550545,1508074404612018296,https://discord.com/channels/799672011265015819/1463546702383550545/1508074404612018296,5,0,5,legit,0,target-verified,2026-05-24T19:42:25.185Z
ק・quantum-c・48,ק・quantum-c・48,1407438037956427960,1508074398358175744,https://discord.com/channels/799672011265015819/1407438037956427960/1508074398358175744,1,1,2,tie,0,target-verified,2026-05-24T19:42:32.049Z
ר・nepher・49,ר・nepher・49,1434923225229295697,1508074390535798906,https://discord.com/channels/799672011265015819/1434923225229295697/1508074390535798906,9,4,13,legit,0,target-verified,2026-05-24T19:42:45.159Z
ש・synth・50,ש・synth・50,1311109830282313781,1508074381325373450,https://discord.com/channels/799672011265015819/1311109830282313781/1508074381325373450,13,1,14,legit,0,target-verified,2026-05-24T19:42:50.771Z
ⱄ・lium-io・51,ⱄ・lium-io・51,1291754566957928469,1508073959118344202,https://discord.com/channels/799672011265015819/1291754566957928469/1508073959118344202,21,0,21,legit,0,target-verified,2026-05-24T19:42:56.798Z
ا・dojo・52,ا・dojo・52,1213131262483628102,1508073953279737966,https://discord.com/channels/799672011265015819/1213131262483628102/1508073953279737966,0,7,7,bunk,0,target-verified,2026-05-24T19:43:02.809Z
ب・unclaimed・53,ب・unclaimed・53,1499471917185368247,1508073942370226237,https://discord.com/channels/799672011265015819/1499471917185368247/1508073942370226237,0,3,3,bunk,0,target-verified,2026-05-24T19:43:08.692Z
ت・miid・54,ت・miid・54,1351934165964296232,1508073936288747680,https://discord.com/channels/799672011265015819/1351934165964296232/1508073936288747680,6,0,6,legit,0,target-verified,2026-05-24T19:43:14.978Z
ث・niome・55,ث・niome・55,1465796313877577903,1508073926025023499,https://discord.com/channels/799672011265015819/1465796313877577903/1508073926025023499,18,6,24,legit,1,target-verified,2026-05-24T19:43:21.865Z
ج・gradients・56,ج・gradients・56,1311360495428702240,1508073919603540100,https://discord.com/channels/799672011265015819/1311360495428702240/1508073919603540100,15,5,20,legit,1,target-verified,2026-05-24T19:43:28.874Z
ح・unclaimed・57,ح・unclaimed・57,1498317068238327928,1508073909117915317,https://discord.com/channels/799672011265015819/1498317068238327928/1508073909117915317,0,3,3,bunk,0,target-verified,2026-05-24T19:43:35.463Z
خ・handshake・58,خ・handshake・58,1471865964479119604,1508073899076878396,https://discord.com/channels/799672011265015819/1471865964479119604/1508073899076878396,1,3,4,bunk,0,target-verified,2026-05-24T19:43:42.350Z
د・babelbiτ・59,د・babelbiτ・59,1407849009976053832,1508073893217173644,https://discord.com/channels/799672011265015819/1407849009976053832/1508073893217173644,12,6,18,legit,1,target-verified,2026-05-24T19:43:48.813Z
ذ・bitsec・60,ذ・bitsec・60,1300553352274382848,1508073883251507220,https://discord.com/channels/799672011265015819/1300553352274382848/1508073883251507220,13,8,21,legit,0,target-verified,2026-05-24T19:43:55.837Z
ر・red-team・61,ر・red-team・61,1319313447435108413,1508073877195063316,https://discord.com/channels/799672011265015819/1319313447435108413/1508073877195063316,12,2,14,legit,0,target-verified,2026-05-24T19:44:02.719Z
ل・ridges・62,ل・ridges・62,1320812830735339580,1508073866667233290,https://discord.com/channels/799672011265015819/1320812830735339580/1508073866667233290,4,44,48,bunk,3,target-verified,2026-05-24T19:44:08.620Z
س・enigma・63,س・enigma・63,1488231141126177040,1508073856911282338,https://discord.com/channels/799672011265015819/1488231141126177040/1508073856911282338,5,2,7,legit,0,target-verified,2026-05-24T19:44:16.823Z
ش・chutes・64,ش・chutes・64,1320739778534047785,1508073852012593192,https://discord.com/channels/799672011265015819/1320739778534047785/1508073852012593192,39,0,39,legit,4,target-verified,2026-05-24T19:44:23.820Z
ص・τpn・65,ص・τpn・65,1342275465267642408,1508073845704097903,https://discord.com/channels/799672011265015819/1342275465267642408/1508073845704097903,7,7,14,tie,0,target-verified,2026-05-24T19:44:35.215Z
ض・ninja・66,ض・ninja・66,1486739181093785600,1508073841820172390,https://discord.com/channels/799672011265015819/1486739181093785600/1508073841820172390,60,0,60,legit,78,target-verified,2026-05-24T19:44:42.355Z
ط・harnyx・67,ط・harnyx・67,1457737666316472351,1508073838448087162,https://discord.com/channels/799672011265015819/1457737666316472351/1508073838448087162,6,1,7,legit,0,target-verified,2026-05-24T19:44:48.774Z
ظ・nova・68,ظ・nova・68,1345470582161936405,1508073832538439810,https://discord.com/channels/799672011265015819/1345470582161936405/1508073832538439810,23,4,27,legit,0,target-verified,2026-05-24T19:44:55.698Z
ع・unclaimed・69,ع・unclaimed・69,1349118519198875778,1508073828130230413,https://discord.com/channels/799672011265015819/1349118519198875778/1508073828130230413,0,5,5,bunk,0,target-verified,2026-05-24T19:45:02.304Z
غ・nexisgen・70,غ・nexisgen・70,1485641858829779015,1508073824594427954,https://discord.com/channels/799672011265015819/1485641858829779015/1508073824594427954,10,2,12,legit,0,target-verified,2026-05-24T19:45:07.753Z
ف・leadpoeτ・71,ف・leadpoeτ・71,1349121405903573114,1508073820898988104,https://discord.com/channels/799672011265015819/1349121405903573114/1508073820898988104,10,2,12,legit,0,target-verified,2026-05-24T19:45:14.509Z
ق・sτreeτvision・72,ق・sτreeτvision・72,1349122541754515538,1508073815207317504,https://discord.com/channels/799672011265015819/1349122541754515538/1508073815207317504,6,2,8,legit,0,target-verified,2026-05-24T19:45:20.764Z
ك・parked・73,ك・parked・73,1498317342890004601,1508073811033985126,https://discord.com/channels/799672011265015819/1498317342890004601/1508073811033985126,5,2,7,legit,0,target-verified,2026-05-24T19:45:27.081Z
ل・giττensor・74,ل・giττensor・74,1349123574820245534,1508073807888384040,https://discord.com/channels/799672011265015819/1349123574820245534/1508073807888384040,24,4,28,legit,0,target-verified,2026-05-24T19:45:34.899Z
م・hippius・75,م・hippius・75,1349124437752152075,1508073803702603806,https://discord.com/channels/799672011265015819/1349124437752152075/1508073803702603806,22,3,25,legit,1,target-verified,2026-05-24T19:45:41.746Z
ن・byzantium・76,ن・byzantium・76,1474042162877300776,1508073797637640283,https://discord.com/channels/799672011265015819/1474042162877300776/1508073797637640283,1,6,7,bunk,0,target-verified,2026-05-24T19:45:49.929Z
ه・liquidity・77,ه・liquidity・77,1351180132295118848,1508073794001047552,https://discord.com/channels/799672011265015819/1351180132295118848/1508073794001047552,4,1,5,legit,0,target-verified,2026-05-24T19:45:56.231Z
و・vocence・78,و・vocence・78,1493995769601065061,1508073788003188908,https://discord.com/channels/799672011265015819/1493995769601065061/1508073788003188908,10,2,12,legit,0,target-verified,2026-05-24T19:46:04.727Z
ي・m∧τrx・79,ي・m∧τrx・79,1353733356470276096,1508073783934582834,https://discord.com/channels/799672011265015819/1353733356470276096/1508073783934582834,16,9,25,legit,0,target-verified,2026-05-24T19:46:11.209Z
՞・dogelayer・80,՞・dogelayer・80,1441450194330718300,1508073780163907705,https://discord.com/channels/799672011265015819/1441450194330718300/1508073780163907705,4,15,19,bunk,0,target-verified,2026-05-24T19:46:17.832Z
ᚠ・reliquary・81,ᚠ・reliquary・81,1493247592551678012,1508073774853914624,https://discord.com/channels/799672011265015819/1493247592551678012/1508073774853914624,16,0,16,legit,0,target-verified,2026-05-24T19:46:32.090Z
ᚢ・compelle・82,ᚢ・compelle・82,1496611222945005660,1508073771905323009,https://discord.com/channels/799672011265015819/1496611222945005660/1508073771905323009,13,7,20,legit,0,target-verified,2026-05-24T19:46:37.302Z
ᚦ・cliqueai・83,ᚦ・cliqueai・83,1355560253076410428,1508073767148982382,https://discord.com/channels/799672011265015819/1355560253076410428/1508073767148982382,6,13,19,bunk,0,target-verified,2026-05-24T19:46:43.568Z
ᚨ・droid・84,ᚨ・droid・84,1499772113484124270,1508073761516290180,https://discord.com/channels/799672011265015819/1499772113484124270/1508073761516290180,0,18,18,bunk,0,target-verified,2026-05-24T19:46:51.302Z
ᚱ・vidaio・85,ᚱ・vidaio・85,1342559689690583202,1508073757577707550,https://discord.com/channels/799672011265015819/1342559689690583202/1508073757577707550,11,10,21,legit,0,target-verified,2026-05-24T19:46:56.992Z
ᚳ・unclaimed・86,ᚳ・unclaimed・86,1440729803698470993,1508073753630871612,https://discord.com/channels/799672011265015819/1440729803698470993/1508073753630871612,0,2,2,bunk,0,target-verified,2026-05-24T19:47:03.388Z
ы・luminar・87,ы・luminar・87,1409555541910355998,1508073748060700805,https://discord.com/channels/799672011265015819/1409555541910355998/1508073748060700805,8,3,11,legit,0,target-verified,2026-05-24T19:47:10.118Z
ᛇ・invesτing・88,ᛇ・invesτing・88,1358854051634221328,1508073743878983781,https://discord.com/channels/799672011265015819/1358854051634221328/1508073743878983781,12,0,12,legit,3,target-verified,2026-05-24T19:47:16.132Z
ᛒ・infiniτehash・89,ᛒ・infiniτehash・89,1359592408119120033,1508073740448305242,https://discord.com/channels/799672011265015819/1359592408119120033/1508073740448305242,3,0,3,legit,0,target-verified,2026-05-24T19:47:22.567Z
_・unclaimed・90,_・unclaimed・90,1448063556368076941,1508073734559498252,https://discord.com/channels/799672011265015819/1448063556368076941/1508073734559498252,2,0,2,legit,0,target-verified,2026-05-24T19:47:28.317Z
ᚁ・biτsτarτer-1・91,ᚁ・biτsτarτer-1・91,1479211355595866327,1508073730969178163,https://discord.com/channels/799672011265015819/1479211355595866327/1508073730969178163,0,3,3,bunk,0,target-verified,2026-05-24T19:47:34.515Z
ᚂ・τensorclaw・92,ᚂ・τensorclaw・92,1503377929269416028,1508073727533781002,https://discord.com/channels/799672011265015819/1503377929269416028/1508073727533781002,0,12,12,bunk,0,target-verified,2026-05-24T19:47:41.215Z
ᚃ・biτcasτ・93,ᚃ・biτcasτ・93,1362489640841380045,1508073721779326986,https://discord.com/channels/799672011265015819/1362489640841380045/1508073721779326986,16,0,16,legit,0,target-verified,2026-05-24T19:47:47.298Z
ᚄ・biτsoτa・94,ᚄ・biτsoτa・94,1443001560635281581,1508073719015276564,https://discord.com/channels/799672011265015819/1443001560635281581/1508073719015276564,0,5,5,bunk,0,target-verified,2026-05-24T19:47:53.203Z
ᚅ・actual・95,ᚅ・actual・95,1364253568961609859,1508073713701228745,https://discord.com/channels/799672011265015819/1364253568961609859/1508073713701228745,12,3,15,legit,0,target-verified,2026-05-24T19:47:59.291Z
᚛・veraτhos・96,᚛・veraτhos・96,1480627157406584945,1508073709494079630,https://discord.com/channels/799672011265015819/1480627157406584945/1508073709494079630,6,0,6,legit,0,target-verified,2026-05-24T19:48:06.648Z
ა・distil・97,ა・distil・97,1482026267392868583,1508073704230223953,https://discord.com/channels/799672011265015819/1482026267392868583/1508073704230223953,29,3,32,legit,0,target-verified,2026-05-24T19:48:16.712Z
ბ・forevermoney・98,ბ・forevermoney・98,1366426973781364816,1508073697154695259,https://discord.com/channels/799672011265015819/1366426973781364816/1508073697154695259,3,6,9,bunk,0,target-verified,2026-05-24T19:48:25.106Z
გ・leoma・99,გ・leoma・99,1465791819756339261,1508073693321105418,https://discord.com/channels/799672011265015819/1465791819756339261/1508073693321105418,9,6,15,legit,0,target-verified,2026-05-24T19:48:32.567Z
დ・plaτform・100,დ・plaτform・100,1429935142847381617,1508073689239781467,https://discord.com/channels/799672011265015819/1429935142847381617/1508073689239781467,26,0,26,legit,0,target-verified,2026-05-24T19:48:39.812Z
ე・unclaimed・101,ე・unclaimed・101,1368946065738436749,1508073683426607114,https://discord.com/channels/799672011265015819/1368946065738436749/1508073683426607114,1,2,3,bunk,0,target-verified,2026-05-24T19:48:46.274Z
ვ・connito-ai・102,ვ・connito-ai・102,1488167959565308004,1508073678628327545,https://discord.com/channels/799672011265015819/1488167959565308004/1508073678628327545,16,4,20,legit,2,target-verified,2026-05-24T19:48:52.850Z
ա・djinn・103,ա・djinn・103,1465362098971345010,1508073674551460001,https://discord.com/channels/799672011265015819/1465362098971345010/1508073674551460001,11,5,16,legit,1,target-verified,2026-05-24T19:48:58.426Z
բ・sovereign・104,բ・sovereign・104,1370430761408139404,1508073669467832530,https://discord.com/channels/799672011265015819/1370430761408139404/1508073669467832530,1,13,14,bunk,0,target-verified,2026-05-24T19:49:03.260Z
գ・beam・105,գ・beam・105,1437473346026475702,1508073665282052308,https://discord.com/channels/799672011265015819/1437473346026475702/1508073665282052308,37,0,37,legit,7,target-verified,2026-05-24T19:49:08.175Z
դ・voidai・106,դ・voidai・106,1371902705605546075,1508073660659929219,https://discord.com/channels/799672011265015819/1371902705605546075/1508073660659929219,7,2,9,legit,0,target-verified,2026-05-24T19:49:13.618Z
ミ・minos・107,ミ・minos・107,1467949024769478793,1508073654754344971,https://discord.com/channels/799672011265015819/1467949024769478793/1508073654754344971,7,3,10,legit,0,target-verified,2026-05-24T19:49:18.813Z
զ・talkhead・108,զ・talkhead・108,1450185343205904565,1508073648945106945,https://discord.com/channels/799672011265015819/1450185343205904565/1508073648945106945,6,12,18,bunk,0,target-verified,2026-05-24T19:49:24.131Z
ى・academia・109,ى・academia・109,1455931857873928316,1508073645589659805,https://discord.com/channels/799672011265015819/1455931857873928316/1508073645589659805,7,2,9,legit,1,target-verified,2026-05-24T19:49:29.833Z
ѐ・greencompute・110,ѐ・greencompute・110,1465358502628163759,1508073640606957720,https://discord.com/channels/799672011265015819/1465358502628163759/1508073640606957720,4,10,14,bunk,0,target-verified,2026-05-24T19:49:35.113Z
ё・oneoneone・111,ё・oneoneone・111,1375215258678857728,1508073635074539620,https://discord.com/channels/799672011265015819/1375215258678857728/1508073635074539620,7,2,9,legit,0,target-verified,2026-05-24T19:49:40.478Z
ђ・minoτaur・112,ђ・minoτaur・112,1376603375113863178,1508073630171660350,https://discord.com/channels/799672011265015819/1376603375113863178/1508073630171660350,0,0,0,no-votes,0,target-verified,2026-05-24T19:49:46.744Z
ѓ・tensorusd・113,ѓ・tensorusd・113,1450910875790872700,1508073626249859172,https://discord.com/channels/799672011265015819/1450910875790872700/1508073626249859172,14,2,16,legit,0,target-verified,2026-05-24T19:49:55.739Z
є・soma・114,є・soma・114,1460644425813328004,1508073622089240667,https://discord.com/channels/799672011265015819/1460644425813328004/1508073622089240667,8,2,10,legit,0,target-verified,2026-05-24T19:50:02.567Z
ѕ・soulx・115,ѕ・soulx・115,1379143301478744064,1508073617492152340,https://discord.com/channels/799672011265015819/1379143301478744064/1508073617492152340,0,2,2,bunk,0,target-verified,2026-05-24T19:50:08.251Z
ъ・τaolend・116,ъ・τaolend・116,1379496997752410172,1508073613188661268,https://discord.com/channels/799672011265015819/1379496997752410172/1508073613188661268,2,6,8,bunk,0,target-verified,2026-05-24T19:50:13.963Z
ⲁ・unclaimed・117,ⲁ・unclaimed・117,1499147039924031508,1508073607790854154,https://discord.com/channels/799672011265015819/1499147039924031508/1508073607790854154,4,1,5,legit,5,target-verified,2026-05-24T19:50:19.830Z
ⲁ・ditto・118,ⲁ・ditto・118,1499448472246419608,1508073603982426214,https://discord.com/channels/799672011265015819/1499448472246419608/1508073603982426214,13,1,14,legit,0,target-verified,2026-05-24T19:50:26.413Z
ⲃ・saτori・119,ⲃ・saτori・119,1381660350818029578,1508073599666225203,https://discord.com/channels/799672011265015819/1381660350818029578/1508073599666225203,0,3,3,bunk,0,target-verified,2026-05-24T19:50:31.942Z
ⴷ・ⴷffine・120,ⴷ・ⴷffine・120,1381987595881414656,1508073595434434600,https://discord.com/channels/799672011265015819/1381987595881414656/1508073595434434600,28,3,31,legit,4,target-verified,2026-05-24T19:50:37.563Z
ⲅ・sundae-bar・121,ⲅ・sundae-bar・121,1382818027241738352,1508073590967505007,https://discord.com/channels/799672011265015819/1382818027241738352/1508073590967505007,8,2,10,legit,0,target-verified,2026-05-24T19:50:43.256Z
ⲅ・unclaimed・122,ⲅ・unclaimed・122,1507378701111656568,1508073586932580382,https://discord.com/channels/799672011265015819/1507378701111656568/1508073586932580382,13,2,15,legit,5,target-verified,2026-05-24T19:50:48.621Z
𑀀・mantis・123,𑀀・mantis・123,1384252267770806293,1508073582419247224,https://discord.com/channels/799672011265015819/1384252267770806293/1508073582419247224,14,4,18,legit,0,target-verified,2026-05-24T19:50:54.177Z
𑀁・swarm・124,𑀁・swarm・124,1385341501130801172,1508073577100869654,https://discord.com/channels/799672011265015819/1385341501130801172/1508073577100869654,11,5,16,legit,0,target-verified,2026-05-24T19:51:00.943Z
𑀂・flyspeck・125,𑀂・flyspeck・125,1386721054906646549,1508073572000858112,https://discord.com/channels/799672011265015819/1386721054906646549/1508073572000858112,0,11,11,bunk,0,target-verified,2026-05-24T19:51:06.455Z
𑀃・poker44・126,𑀃・poker44・126,1386721120652361800,1508073567462490253,https://discord.com/channels/799672011265015819/1386721120652361800/1508073567462490253,10,6,16,legit,4,target-verified,2026-05-24T19:51:12.018Z
𑀅・asτrid・127,𑀅・asτrid・127,1387151679266230323,1508073563079577781,https://discord.com/channels/799672011265015819/1387151679266230323/1508073563079577781,1,11,12,bunk,0,target-verified,2026-05-24T19:51:17.951Z
න・byteleap・128,න・byteleap・128,1387438124132733110,1508073533232644206,https://discord.com/channels/799672011265015819/1387438124132733110/1508073533232644206,0,6,6,bunk,0,target-verified,2026-05-24T19:51:23.634Z
